value,clean,CODI_ATC_1,NOMBRE_1,CODI_ATC_0.9,NOMBRE_0.9,CODI_ATC_0.8,NOMBRE_0.8,CODI_ATC_0.7,NOMBRE_0.7
OSTINE,OSTINE,A12AX,OSTINE,A12AX,OSTINE,A12AX,OSTINE,A12AX,OSTINE
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
omeprazol,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
orfidal,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL
EUTIROX,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
TRIPTIZOL 25 MG,TRIPTIZOL,,,,,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
RIBOTRIL,RIBOTRIL,,,,,N03AE,RIVOTRIL,N03AE,RIVOTRIL
patecta 40mg,PATECTA,,,A02BC,PANTECTA,A02BC,PANTECTA,A02BC,PANTECTA
"UROSENS,OLIOVITA,MAGNESI",UROSENSOLIOVITAMAGNESI,,,,,,,,
eutirox,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
Diacepan/ Citalopran,DIACEPAN CITALOPRAN,,,,,,,,
Triptizol 10,TRIPTIZOL,,,,,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
vall,VALL,,,,,,,C09CA,VALS
SPIDIFEN,SPIDIFEN,,,M01AE,ESPIDIFEN,M01AE,ESPIDIFEN,M01AE,ESPIDIFEN
analgilasa,ANALGILASA,N02BE,ANALGILASA,N02BE,ANALGILASA,N02BE,ANALGILASA,N02BE,ANALGILASA
risfort,RISFORT,,,,,A10BD,RISTFOR,A10BD,RISTFOR
lormetazepan,LORMETAZEPAN,,,N05CD,LORMETAZEPAM,N05CD,LORMETAZEPAM,N05CD,LORMETAZEPAM
EUROTIROX 125 MG,EUROTIROX,,,,,H03AA,EUTIROX,H03AA,EUTIROX
loracepan i fluoxitina,LORACEPAN I FLUOXITINA,,,,,,,,
DIU amb progesterona,DIU AMB PROGESTERONA,,,,,,,,
SINVASTATINA,SINVASTATINA,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
eutirox 25,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
FisioGen,FISIOGEN,,,,,J01CA,FISIOPEN,J01CA,FISIOPEN
col?gen amb magnesi,COL?GEN AMB MAGNESI,,,,,,,,
ferrogradumet,FERROGRADUMET,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
TRAUMEEL- LOETTE,TRAUMEEL LOETTE,,,,,,,,
omeoprazol / esberiven,OMEOPRAZOL  ESBERIVEN,,,,,,,,
ferro,FERRO,,,,,,,B03AB,FERROCUR
lorazepan,LORAZEPAN,,,,,N05BA,LORAZEPAM,N05BA,LORAZEPAM
eurothyrox,EUROTHYROX,,,,,,,G04BD,UROTROL
EUTIROK,EUTIROK,,,,,H03AA,EUTIROX,H03AA,EUTIROX
CILORIC,CILORIC,,,,,,,M04AA,ZYLORIC
ferrogradumet,FERROGRADUMET,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
ferrogradumet,FERROGRADUMET,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
para el hierro pastillas naturales,PARA EL HIERRO PASTILLAS NATURALES,,,,,,,,
lorazepan,LORAZEPAN,,,,,N05BA,LORAZEPAM,N05BA,LORAZEPAM
Ferro,FERRO,,,,,,,B03AB,FERROCUR
trankimazin 0.25,TRANKIMAZIN,N05BA,TRANKIMAZIN,N05BA,TRANKIMAZIN,N05BA,TRANKIMAZIN,N05BA,TRANKIMAZIN
colagen-magnesi,COLAGENMAGNESI,,,,,,,,
Rivotril,RIVOTRIL,N03AE,RIVOTRIL,N03AE,RIVOTRIL,N03AE,RIVOTRIL,N03AE,RIVOTRIL
valdran retar,VALDRAN RETAR,,,,,C08CA,VASLAN RETARD,C08CA,VASLAN RETARD
"Urolosin 0,4 mg.",UROLOSIN,G04CA,UROLOSIN,G04CA,UROLOSIN,G04CA,UROLOSIN,G04CA,UROLOSIN
CITALOPRAM 20 MG,CITALOPRAM,N06AB,CITALOPRAM,N06AB,CITALOPRAM,N06AB,CITALOPRAM,N06AB,CITALOPRAM
atovastatina,ATOVASTATINA,,,C10AA,ATORVASTATINA,C10AA,ATORVASTATINA,C10AA,ATORVASTATINA
textex,TEXTEX,,,,,,,,
Cianocobalamina,CIANOCOBALAMINA,,,,,,,V03AB,HIDROXOCOBALAMINA
vitaminas embarazo,VITAMINAS EMBARAZO,,,,,,,A11HA,VITAMINA E
NATALBEN,NATALBEN,,,,,,,C08CX,TAXBEN
DIAZEPAN,DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN
ameride,AMERIDE,C03EA,AMERIDE,C03EA,AMERIDE,C03EA,AMERIDE,C03EA,AMERIDE
coral calcio magnesio,CORAL CALCIO MAGNESIO,,,,,,,,
colagen+magnesi,COLAGENMAGNESI,,,,,,,,
"hibuprofe, paracetamol",HIBUPROFE PARACETAMOL,,,,,,,N02BE,DOLEFIN PARACETAMOL
lyrica 75 mg,LYRICA,N03AX,LYRICA,N03AX,LYRICA,N03AX,LYRICA,N03AX,LYRICA
OMEOPRAZOL,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
sivastatina,SIVASTATINA,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
quetiapina,QUETIAPINA,,,,,,,C09BB,TRIAPIN
Euterinox,EUTERINOX,,,,,M01AC,REUTENOX,M01AC,REUTENOX
levotrhoid,LEVOTRHOID,,,H03AA,LEVOTHROID,H03AA,LEVOTHROID,H03AA,LEVOTHROID
no entenc la lletra,NO ENTENC LA LLETRA,,,,,,,,
Ideos,IDEOS,A12AX,IDEOS,A12AX,IDEOS,A12AX,IDEOS,A12AX,IDEOS
ENCONCOR,ENCONCOR,,,,,C07AB,EMCONCOR,C07AB,EMCONCOR
lomertazepan,LOMERTAZEPAN,,,,,N05CD,LORMETAZEPAM,N05CD,LORMETAZEPAM
simvastatina,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
esmya,ESMYA,,,,,,,N06AB,ESCIMYLAN
ginobin,GINOBIN,,,,,J06BA,INGLOBIN,J06BA,INGLOBIN
xampix,XAMPIX,,,,,,,N07BA,CHAMPIX
tridmizol,TRIDMIZOL,,,,,,,H02AB,TRINIOL
NeoTamizol,NEOTAMIZOL,,,,,H03BB,NEO TOMIZOL,H03BB,NEO TOMIZOL
ORFIDAL,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL
vacuna sublingual,VACUNA SUBLINGUAL,,,,,,,,
"simvastatina , 20mgr",SIMVASTATINA  MGR,,,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
silettum,SILETTUM,,,,,,,,
FERRUGRADUMET,FERRUGRADUMET,,,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
Plenur,PLENUR,N05AN,PLENUR,N05AN,PLENUR,N05AN,PLENUR,N05AN,PLENUR
EUROTIEOT,EUROTIEOT,,,,,,,L03AA,EUPROTIN
Angelic,ANGELIC,,,,,G03FA,ANGELIQ,G03FA,ANGELIQ
CALCIO SANDOZ,CALCIO SANDOZ,,,,,A12AA,CALCIUM SANDOZ,A12AA,CALCIUM SANDOZ
Alomva,ALOMVA,,,,,,,M01AE,KALMA
RANITIDINA,RANITIDINA,A02BA,RANITIDINA,A02BA,RANITIDINA,A02BA,RANITIDINA,A02BA,RANITIDINA
Suflatan,SUFLATAN,,,,,,,S01EE,SAFLUTAN
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
fluimicil efervescente,FLUIMICIL EFERVESCENTE,,,,,,,R05CB,FLUIMUCIL FORTE
Ferogradumet,FEROGRADUMET,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
Nutira forte,NUTIRA FORTE,,,,,,,D06CA,PENTAL FORTE
GAMFORT,GAMFORT,,,,,S01ED,GANFORT,S01ED,GANFORT
AUDIOVIT,AUDIOVIT,,,,,,,V08CA,GADOVIST
velanfaxina,VELANFAXINA,,,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA
naxonex,NAXONEX,,,,,R01AD,NASONEX,R01AD,NASONEX
OMEOPRAZOL,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
valsartan,VALSARTAN,C09CA,VALSARTAN,C09CA,VALSARTAN,C09CA,VALSARTAN,C09CA,VALSARTAN
normaten,NORMATEN,,,,,,,L02BG,ORIMETEN
"Seroxat,Rivotril.Stilnox",SEROXATRIVOTRILSTILNOX,,,,,,,,
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
tendosport,TENDOSPORT,,,,,,,M03AX,DYSPORT
Deltius,DELTIUS,,,,,,,B01AF,ELIQUIS
tecnorit,TECNORIT,,,,,,,C07AB,TENORMIN
EQUASYM,EQUASYM,,,,,,,,
Gotas para la presi?n ocular,GOTAS PARA LA PRESI?N OCULAR,,,,,,,,
lirica      hidroxil,LIRICA      HIDROXIL,,,,,,,,
seleni i zinc amb vitam?nes B,SELENI I ZINC AMB VITAM?NES B,,,,,,,,
efaminico,EFAMINICO,,,,,,,J01DD,KEFAMIN
Gabapentina,GABAPENTINA,,,N03AX,GABAPENTIN,N03AX,GABAPENTIN,N03AX,GABAPENTIN
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
condro-aid forte,CONDROAID FORTE,,,,,,,A11DB,NEUROMADE FORTE
sedonline,SEDONLINE,,,,,M01AB,DOLINE,M01AB,DOLINE
tbo,TBO,,,,,,,,
Hyalcol,HYALCOL,,,,,,,M01AB,FALCOL
Recugel,RECUGEL,,,,,,,A05BA,PRECURGEN
eurotex,EUROTEX,,,,,,,V09AA,NEUROLITE
Champix,CHAMPIX,N07BA,CHAMPIX,N07BA,CHAMPIX,N07BA,CHAMPIX,N07BA,CHAMPIX
"DIAZEPAN 2,5 mg.",DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN,N05BA,DIAZEPAN
col?l?gen,COL?L?GEN,,,,,,,,
TRADONAL 150,TRADONAL,,,,,M01AB,TORADOL,M01AB,TORADOL
serc,SERC,N07CA,SERC,N07CA,SERC,N07CA,SERC,N07CA,SERC
dumurox,DUMUROX,,,,,N06AB,DUMIROX,N06AB,DUMIROX
omopreazol,OMOPREAZOL,,,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
Eutirox,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
escitalopram,ESCITALOPRAM,N06AB,ESCITALOPRAM,N06AB,ESCITALOPRAM,N06AB,ESCITALOPRAM,N06AB,ESCITALOPRAM
EUROTIROX 100,EUROTIROX,,,,,H03AA,EUTIROX,H03AA,EUTIROX
Xampix,XAMPIX,,,,,,,N07BA,CHAMPIX
"DELTIUS 2,5ml",DELTIUS ML,,,,,,,,
silbastatina,SILBASTATINA,,,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
esmya,ESMYA,,,,,,,N06AB,ESCIMYLAN
INALADOR,INALADOR,,,,,R03AK,INALADUO,R03AK,INALADUO
coliri combigan,COLIRI COMBIGAN,,,,,,,,
darcotin,DARCOTIN,,,,,H02AB,DACORTIN,H02AB,DACORTIN
FLAVIA PLUS,FLAVIA PLUS,,,,,,,D07BC,CLARAL PLUS
liryca,LIRYCA,,,,,,,D07AC,ELICA
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
levotiroxina,LEVOTIROXINA,,,,,H03AA,TIROXINA,H03AA,TIROXINA
varios,VARIOS,,,,,,,B01AD,VARIDASA
deprex,DEPREX,,,B03XA,EPREX,B03XA,EPREX,B03XA,EPREX
Cysticlean,CYSTICLEAN,,,,,,,B05XA,ESTERICLEAN
deltius,DELTIUS,,,,,,,B01AF,ELIQUIS
aprovel y simvastatina,APROVEL Y SIMVASTATINA,,,,,,,C10AA,SIMVASTATINA
melatonina,MELATONINA,,,H05BA,ELCATONINA,H05BA,ELCATONINA,H05BA,ELCATONINA
betmiga,BETMIGA,,,,,,,R03AC,BETAMICAN
NATECAL,NATECAL,A12AA,NATECAL,A12AA,NATECAL,A12AA,NATECAL,A12AA,NATECAL
SERC,SERC,N07CA,SERC,N07CA,SERC,N07CA,SERC,N07CA,SERC
OMOPROZOL,OMOPROZOL,,,,,,,A02BC,OMEPRAZOL
Black Cohosh,BLACK COHOSH,,,,,,,,
levotroi yduofemme,LEVOTROI YDUOFEMME,,,,,,,,
aqua dren,AQUA DREN,,,,,,,,
ALPRAZOLA,ALPRAZOLA,,,N05BA,ALPRAZOLAM,N05BA,ALPRAZOLAM,N05BA,ALPRAZOLAM
HOMEOPRAZOL,HOMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
Gandford,GANDFORD,,,,,S01ED,GANFORT,S01ED,GANFORT
levotiroxina,LEVOTIROXINA,,,,,H03AA,TIROXINA,H03AA,TIROXINA
base vital,BASE VITAL,,,,,,,J01EE,BUSETAL
velafaxina,VELAFAXINA,,,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA
IDEOS UNIDIA I COLAGEN AMB MAGNESI,IDEOS UNIDIA I COLAGEN AMB MAGNESI,,,,,,,,
eurotirox,EUROTIROX,,,,,H03AA,EUTIROX,H03AA,EUTIROX
ZOLPIDEN,ZOLPIDEN,,,,,N05CF,ZOLPIDEM,N05CF,ZOLPIDEM
IBUROPROFEN O PARACETAMOL,IBUROPROFEN O PARACETAMOL,,,,,,,,
Mastical,MASTICAL,A12AA,MASTICAL,A12AA,MASTICAL,A12AA,MASTICAL,A12AA,MASTICAL
OMEPRAZOL,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
NOLOTIL,NOLOTIL,N02BB,NOLOTIL,N02BB,NOLOTIL,N02BB,NOLOTIL,N02BB,NOLOTIL
pristiq,PRISTIQ,,,,,,,,
retilut,RETILUT,,,,,,,N07XX,RILUTEK
Betalfatrus,BETALFATRUS,,,,,,,,
aprazolan,APRAZOLAN,,,,,N05BA,ALPRAZOLAM,N05BA,ALPRAZOLAM
Serotogyn,SEROTOGYN,,,,,,,,
ANALAPRIL,ANALAPRIL,,,,,C09AA,ENALAPRIL,C09AA,ENALAPRIL
brimica,BRIMICA,,,,,,,L02BB,BIOBICA
syloric,SYLORIC,,,,,M04AA,ZYLORIC,M04AA,ZYLORIC
PRISTIC,PRISTIC,,,,,,,A03AX,PERGASTRIC
monoxidilo 5%,MONOXIDILO,,,,,D11AX,MINOXIDIL,D11AX,MINOXIDIL
ferrogradumet,FERROGRADUMET,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
tenflix,TENFLIX,,,,,,,D06CA,TESILIX
Homoprazol,HOMOPRAZOL,,,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
gineseda y calcio,GINESEDA Y CALCIO,,,,,,,,
sinavestatina,SINAVESTATINA,,,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
MELATONINA,MELATONINA,,,H05BA,ELCATONINA,H05BA,ELCATONINA,H05BA,ELCATONINA
ULTRIBO,ULTRIBO,,,,,,,,
EUTIROX,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
LYSIMACHIA 3,LYSIMACHIA,,,,,,,,
esidrex,ESIDREX,C03AA,ESIDREX,C03AA,ESIDREX,C03AA,ESIDREX,C03AA,ESIDREX
Yantil Retard,YANTIL RETARD,,,,,,,A08AA,ANTIOBES RETARD
Artilax plus,ARTILAX PLUS,,,,,,,,
froromet,FROROMET,,,,,,,A02BA,FREMET
FINASTERIDA,FINASTERIDA,G04CB,FINASTERIDA,G04CB,FINASTERIDA,G04CB,FINASTERIDA,G04CB,FINASTERIDA
Visannette,VISANNETTE,,,,,,,,
ANTALGIN- MAXAL MAX,ANTALGIN MAXAL MAX,,,,,,,,
AZILECT,AZILECT,N04BD,AZILECT,N04BD,AZILECT,N04BD,AZILECT,N04BD,AZILECT
setralina,SETRALINA,,,N06AB,SERTRALINA,N06AB,SERTRALINA,N06AB,SERTRALINA
levotiroxina,LEVOTIROXINA,,,,,H03AA,TIROXINA,H03AA,TIROXINA
duloxetina,DULOXETINA,,,,,N06AB,FLUOXETINA,N06AB,FLUOXETINA
Condroitin-Glucosamina,CONDROITINGLUCOSAMINA,,,,,,,,
Paracetamol,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL,N02BE,PARACETAMOL
LOETTE,LOETTE,G03AA,LOETTE,G03AA,LOETTE,G03AA,LOETTE,G03AA,LOETTE
"hemovas ,disgren",HEMOVAS DISGREN,,,,,,,,
etirox,ETIROX,,,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
SERTRALINA QUALIGEN 50 MG,SERTRALINA QUALIGEN,,,,,,,,
quetiapina,QUETIAPINA,,,,,,,C09BB,TRIAPIN
CERC,CERC,,,,,,,N07CA,SERC
FERRO-GRDUMET 105MG,FERROGRDUMET,,,,,B03AA,FERO GRADUMET,B03AA,FERO GRADUMET
so?odor,SO?ODOR,R06AA,SO?ODOR,R06AA,SO?ODOR,R06AA,SO?ODOR,R06AA,SO?ODOR
etumina,ETUMINA,N05AH,ETUMINA,N05AH,ETUMINA,N05AH,ETUMINA,N05AH,ETUMINA
"optovite, hidroferol, fero-gradume 30",OPTOVITE HIDROFEROL FEROGRADUME,,,,,,,,
dubnpal 35,DUBNPAL,,,,,,,N05BA,DUNA
orfidal-transxilium,ORFIDALTRANSXILIUM,,,,,,,N05BA,TRANXILIUM
flavogen bi fase,FLAVOGEN BI FASE,,,,,,,,
Levovel,LEVOVEL,,,,,,,,
Demilos,DEMILOS,,,,,,,C04AE,DIEMIL
cymbalta,CYMBALTA,N06AX,CYMBALTA,N06AX,CYMBALTA,N06AX,CYMBALTA,N06AX,CYMBALTA
Triptizol,TRIPTIZOL,,,,,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
eurotiros,EUROTIROS,,,,,,,G04BD,UROTROL
OMEOPRAZOL,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
APRAZOLAN,APRAZOLAN,,,,,N05BA,ALPRAZOLAM,N05BA,ALPRAZOLAM
Rohamax,ROHAMAX,,,,,,,N03AX,TOPAMAX
LEXATIN,LEXATIN,N05BA,LEXATIN,N05BA,LEXATIN,N05BA,LEXATIN,N05BA,LEXATIN
Natalben Supra,NATALBEN SUPRA,,,,,,,,
orfidal,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL
OMEGA 3,OMEGA,,,,,,,N02BA,DOLOMEGA
Omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
Omeprazol,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
Sinvastatina,SINVASTATINA,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
omacor,OMACOR,C10AX,OMACOR,C10AX,OMACOR,C10AX,OMACOR,C10AX,OMACOR
LOSARTAN,LOSARTAN,C09CA,LOSARTAN,C09CA,LOSARTAN,C09CA,LOSARTAN,C09CA,LOSARTAN
"EXCITALOPRAN , 10",EXCITALOPRAN,,,,,N06AB,ESCITALOPRAM,N06AB,ESCITALOPRAM
Tranquimazin Retard/Pristiq,TRANQUIMAZIN RETARDPRISTIQ,,,,,,,N05BA,TRANKIMAZIN RETARD
DAFLON,DAFLON,C05CA,DAFLON,C05CA,DAFLON,C05CA,DAFLON,C05CA,DAFLON
GINESEDA,GINESEDA,,,,,,,A10BB,GLIBENESE
Enconcorcor,ENCONCORCOR,,,,,C07AB,EMCONCOR COR,C07AB,EMCONCOR COR
collagen,COLLAGEN,,,,,,,M01AG,COSLAN
CONSTELLA,CONSTELLA,,,,,,,J01AA,CONTERRA
Omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
"OMEPRAZOL, ALMAX",OMEPRAZOL ALMAX,,,,,,,A02BC,OMEPRAZOL
SELECOR,SELECOR,,,C03DA,ELECOR,C03DA,ELECOR,C03DA,ELECOR
actheane,ACTHEANE,,,,,,,N04AA,ARTANE
Vitamina D,VITAMINA D,,,A11CC,VITAMINA D3,A11CC,VITAMINA D3,A11CC,VITAMINA D3
Menovamp,MENOVAMP,,,,,,,,
anella vaginal,ANELLA VAGINAL,,,,,,,G01AA,DALACIN VAGINAL
urolosin,UROLOSIN,G04CA,UROLOSIN,G04CA,UROLOSIN,G04CA,UROLOSIN,G04CA,UROLOSIN
EUTIROX,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
GELOCATIL,GELOCATIL,N02BE,GELOCATIL,N02BE,GELOCATIL,N02BE,GELOCATIL,N02BE,GELOCATIL
anatapol,ANATAPOL,,,,,,,G03XA,DANATROL
EUTIROX,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
EUTIROX,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
meliane,MELIANE,G03AA,MELIANE,G03AA,MELIANE,G03AA,MELIANE,G03AA,MELIANE
Humamil,HUMAMIL,,,,,,,R01AA,HUMOXAL
BISOPROLOL,BISOPROLOL,,,,,C07AB,BISOPROLOL COR,C07AB,BISOPROLOL COR
Multicentrum,MULTICENTRUM,,,,,,,,
Akalka,AKALKA,,,,,G04BC,ACALKA,G04BC,ACALKA
GYNEFER,GYNEFER,,,,,,,G01AF,GINEFEN
DIAZEPAM,DIAZEPAM,,,,,N05BA,DIAZEPAN,N05BA,DIAZEPAN
RELERT,RELERT,N02CC,RELERT,N02CC,RELERT,N02CC,RELERT,N02CC,RELERT
AIRTAIL,AIRTAIL,,,M01AB,AIRTAL,M01AB,AIRTAL,M01AB,AIRTAL
sinvastatina,SINVASTATINA,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
ZALDIAR,ZALDIAR,N02AX,ZALDIAR,N02AX,ZALDIAR,N02AX,ZALDIAR,N02AX,ZALDIAR
LORAQZEPAN PAROXETINA,LORAQZEPAN PAROXETINA,,,,,,,,
citalopram de 10,CITALOPRAM DE,,,,,N06AB,CITALOPRAM,N06AB,CITALOPRAM
ENALAPRIL,ENALAPRIL,C09AA,ENALAPRIL,C09AA,ENALAPRIL,C09AA,ENALAPRIL,C09AA,ENALAPRIL
NAPROXENO SODICO,NAPROXENO SODICO,,,,,,,M02AA,PROXEN TOPICO
SINVASTATINA,SINVASTATINA,,,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA,C10AA,SIMVASTATINA
esmya,ESMYA,,,,,,,N06AB,ESCIMYLAN
cyrolic 200,CYROLIC,,,,,,,,
Sumial,SUMIAL,C07AA,SUMIAL,C07AA,SUMIAL,C07AA,SUMIAL,C07AA,SUMIAL
omeprazol,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
LORAZEPAM,LORAZEPAM,N05BA,LORAZEPAM,N05BA,LORAZEPAM,N05BA,LORAZEPAM,N05BA,LORAZEPAM
depakine500,DEPAKINE,N03AG,DEPAKINE,N03AG,DEPAKINE,N03AG,DEPAKINE,N03AG,DEPAKINE
calci,CALCI,,,A12AA,CALCIO,A12AA,CALCIO,A12AA,CALCIO
bilaxten,BILAXTEN,R06AX,BILAXTEN,R06AX,BILAXTEN,R06AX,BILAXTEN,R06AX,BILAXTEN
IBUPROF?,IBUPROF?,,,,,M01AE,IBUPROX,M01AE,IBUPROX
ibuprofeno,IBUPROFENO,M01AE,IBUPROFENO,M01AE,IBUPROFENO,M01AE,IBUPROFENO,M01AE,IBUPROFENO
ENALAPRIL,ENALAPRIL,C09AA,ENALAPRIL,C09AA,ENALAPRIL,C09AA,ENALAPRIL,C09AA,ENALAPRIL
VELANFACINA,VELANFACINA,,,,,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA
Kimiya Topazio,KIMIYA TOPAZIO,,,,,,,,
Asmya,ASMYA,,,,,,,N04BX,TASMAR
QUETIAPINA,QUETIAPINA,,,,,,,C09BB,TRIAPIN
magnesi,MAGNESI,,,,,A12CC,MAGNESAN,A12CC,MAGNESAN
loracepan,LORACEPAN,,,,,,,N05BA,LORAZEPAM
EUTIROX,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
VITAMINA B12,VITAMINA B,,,A11HA,VITAMINA E,A11HA,VITAMINA E,A11HA,VITAMINA E
ORFIDAL,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL,N05BA,ORFIDAL
aa?ntidepresiu,AA?NTIDEPRESIU,,,,,,,,
solistar,SOLISTAR,,,,,,,R06AX,ZOLISTAN
Mg+,MG,,,,,A12CC,MAG,A12CC,MAG
diacepam,DIACEPAM,,,,,,,N05BA,DIAZEPAN
Vivaflora (producto vegetal),VIVAFLORA PRODUCTO VEGETAL,,,,,,,,
Triptizol,TRIPTIZOL,,,,,N06AA,TRYPTIZOL,N06AA,TRYPTIZOL
lorazepan,LORAZEPAN,,,,,N05BA,LORAZEPAM,N05BA,LORAZEPAM
HOMEOPATIA,HOMEOPATIA,,,,,,,,
ibuprofeno stada,IBUPROFENO STADA,,,,,,,M01AE,IBUPROFENO
cimbalta,CIMBALTA,,,,,N06AX,CYMBALTA,N06AX,CYMBALTA
AGIOLAX,AGIOLAX,A06AC,AGIOLAX,A06AC,AGIOLAX,A06AC,AGIOLAX,A06AC,AGIOLAX
omeoprazol,OMEOPRAZOL,,,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL,A02BC,OMEPRAZOL
venifaxina,VENIFAXINA,,,,,N06AX,VENLAFAXINA,N06AX,VENLAFAXINA
Argelic,ARGELIC,,,,,,,M02AA,ARAGEL
perlas onagra,PERLAS ONAGRA,,,,,,,,
lirica / diacepan /enantiun / triptizol / omeoprazol,LIRICA  DIACEPAN ENANTIUN  TRIPTIZOL  OMEOPRAZOL,,,,,,,,
